學年期,系所名稱,系號-序號課程碼-分班碼屬性碼,年級班別組別,類別,"科目名稱(連結課程地圖)             備註 
             限選條件",學分選必修,教師姓名*:主負責老師,已選課人數/餘額,時間/教室,課綱/Moodle,Syllabus Link
0109-1,,C111211-1  [MATH1163],1,實習,,,賴青瑞,,[3]1 數學系館 3172,,
0109-1,數學系 MATH,C1-010  C111211-2  [MATH1163],1,講義,線性代數（一）,3  必修,柯文峰,24/16,[3]2 數學系館 3174[5]3~4 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C111211&class_code=2
0109-1,,C111211-2  [MATH1163],1,實習,,,柯文峰,,[3]1 數學系館 3174,,
0109-1,數學系 MATH,C1-031  A215500-6  [OPE0300],1,講義,體育（一）,0  必修,謝孟志,56/44,[2]7~8 自強排球場 自強排球場,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=A215500&class_code=6
0109-1,數學系 MATH,C1-032  C117910  [MATH1101],1,實習,服務學習（一）,0  必修,史習偉,55/4網路選課不開放,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C117910&class_code=
0109-1,數學系 MATH,C1-051  C121111-1  [MATH2113],2,講義,高等微積分（一）,4  必修,吳恭儉,742/13,[1]5~6 共同教室 A1307(資源後)[3]3~4 共同教室 A1307(資源後),課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C121111&class_code=1
0109-1,,C121111-1  [MATH2113],2,實習,,,吳恭儉,4,[1]N 共同教室 A1307(資源後),,
0109-1,數學系 MATH,C1-053  C121311  [MATH2143],2,講義,代數學（一）,3  必修,蕭仁傑,634/57,[2]3~4 理學教學大樓 36102[4]2 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C121311&class_code=
0109-1,,C121311  [MATH2143],2,實習,,,蕭仁傑,4,[4]1 理學教學大樓 36102,,
0109-1,數學系 MATH,C1-054  C120601-1  [MATH3202],2,講義,機率導論,3  必修,劉聚仁,57/143,[2]2 共同教室 A1307(資源後)[4]3~4 共同教室 A1307(資源後),課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C120601&class_code=1
0109-1,,C120601-1  [MATH3202],2,實習,,,劉聚仁,4,[2]1 共同教室 A1307(資源後),,
0109-1,數學系 MATH,C1-056  C136300  [MATH3304],2,講義,向量分析,3  選修,劉之中,54/11,[2]7~8 數學系館 3172[5]7 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C136300&class_code=
0109-1,數學系 MATH,C125000-Z2  [MATH],2,講義,通識課程,2  必修,,0/4請參考備註,[5]1~2,Moodle,
0109-1,數學系 MATH,C110030-Z  [MATH],2,講義,體育（三）,0  必修,,0/請參4考備註,[2]5~6,Moodle,
0109-1,數學系 MATH,C1-063  C117930  [MATH2151],2,實習,服務學習（三）,0  必修,吳恭儉,19/66,[3]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C117930&class_code=
0109-1,數學系 MATH,C125000-Z5  [MATH],2,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0109-1,數學系 MATH,C1-102  C133520  [MATH3203],3,講義,代數學（二）,3  選修,章源慶,26/11,[2]3~4 數學系館 3173[4]2 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C133520&class_code=
0109-1,數學系 MATH,C1-103  C135100  [MATH5200],3,講義,初等分析,3  選修,史習偉,224/18,[3]8 數學系館 3173[5]5~6 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C135100&class_code=
0109-1,數學系 MATH,C1-104  C133800  [MATH5202],3,講義,複變數函數論,3  選修,王業凱,541/4,[1]8 數學系館 3172[4]5~6 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C133800&class_code=
0109-1,數學系 MATH,C1-105  L150710  [MATH5800],3,講義,數值分析（一）,3  選修,陳旻宏,48/12,[2]7~8 數學系館 3173[5]2 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=L150710&class_code=
0109-1,數學系 MATH,C125000-Z3  [MATH],3,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0109-1,數學系 MATH,C125000-Z4  [MATH],4,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0109-1,數學系 MATH,C1-155  C131800  [MATH5404],4,講義,拓樸學,3  選修,高橋亮甫,46/9,[3]5~6 數學系館 3174[4]N 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C131800&class_code=
0109-1,數學系 MATH,C1-156  C143700  [MATH5206],4,講義,偏微分方程導論,3  選修,方永富,30/10,[1]5~6 數學系館 3173[3]7 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C143700&class_code=
0109-1,數學系 MATH,C1-157  C135001  [MATH5001],4,講義,群表現導論,3  選修,林牛,9/8,[2]2 數學系館 3175[5]3~4 數學系館 3175,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C135001&class_code=
0109-1,數學系 MATH,C1-158  C148200  [MATH5406],4,講義,黎曼面導論,3  選修,賴青瑞,7/28,[3]3~4 數學系館 3175[5]2 數學系館 3175,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=C148200&class_code=
0109-2,數學系 MATH,C111820-Z  [MATH],1,基礎國文,基礎國文（二）,2  必修,,40/請參考備註,[5]7~8,Moodle,
0109-2,數學系 MATH,A119120-Z5  [FLC1001],1,講義,外國語言（二）,2  必修,,0/請參考備註,[4]3~4,Moodle,
0109-2,數學系 MATH,C1-003  C117920  [MATH1102],1,實習,服務學習（二）,0  必修,史習偉,55/45,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C117920&class_code=
0109-2,數學系 MATH,C1-005  C115621-1  [MATH1123],1,講義,微積分（二）,4  必修,史習偉,55/25,[1]2~3 理學教學大樓 36102[3]5~6 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C115621&class_code=1
0109-2,,C115621-1  [MATH1123],1,實習,,,史習偉,4,[1]1 理學教學大樓 36102,,
0109-2,數學系 MATH,C1-007  C111221-1  [MATH2103],1,講義,線性代數（二）,3  必修,賴青瑞,26/14,[3]2 數學系館 3172[5]3~4 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C111221&class_code=1
0109-2,,C111221-1  [MATH2103],1,實習,,,賴青瑞,,[3]1 數學系館 3172,,
0109-2,數學系 MATH,C1-008  C111221-2  [MATH2103],1,講義,線性代數（二）,3  必修,柯文峰,40/額滿,[3]2 數學系館 3174[5]3~4 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C111221&class_code=2
0109-2,,C111221-2  [MATH2103],1,實習,,,柯文峰,,[3]1 數學系館 3174,,
0109-2,數學系 MATH,C1-009  C115720-1  [PHYS1013],1,講義,普通物理學（二）,3  必修,游輝樟,59/1,[2]3~4 數學系館 3172[4]2 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C115720&class_code=1
0109-2,數學系 MATH,C1-010  C111400  [MATH1141],1,講義,計算機概論與程式語言,3  必修,沈士育,58/47,[3]7~8 數學系館 3172[5]2 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C111400&class_code=
0109-2,數學系 MATH,C110020-Z  [MATH],1,講義,體育（二）,0  必修,,0/請參考備註,[2]7~8,Moodle,
0109-2,數學系 MATH,C125000-Z1  [MATH],1,講義,通識課程,2  必修,,0/請參考備註,[3]3~4,Moodle,
0109-2,數學系 MATH,C125000-Z2  [MATH],2,講義,通識課程,2  必修,,0/4請參考備註,[1]7~8,Moodle,
0109-2,數學系 MATH,C110040-Z  [MATH],2,講義,體育（四）,0  必修,,0/請參考備註,[2]5~6,Moodle,
0109-2,數學系 MATH,C1-055  C121121-1  [MATH2122],2,講義,高等微積分（二）,4  必修,吳恭儉,74/6,[1]5~6 理學教學大樓 36206[3]3~4 理學教學大樓 36206,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C121121&class_code=1
0109-2,,C121121-1  [MATH2122],2,實習,,,吳恭儉,4,[1]N 理學教學大樓 36206,,
0109-2,數學系 MATH,C1-057  C121320  [MATH2144],2,講義,代數學（二）,3  必修,蕭仁傑,634/7,[2]3~4 理學教學大樓 36102[4]2 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C121320&class_code=
0109-2,數學系 MATH,C1-058  C120501  [MATH2133],2,講義,微分方程導論,3  必修,連文璟,85/6,[2]2 共同教室 A1307(資源後)[4]3~4 共同教室 A1307(資源後),課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C120501&class_code=
0109-2,,C120501  [MATH2133],2,實習,,,連文璟,4,[2]1 共同教室 A1307(資源後),,
0109-2,數學系 MATH,C1-059  C122000  [MATH3601],2,講義,統計導論,3  選修,黃郁芬,69/6,[1]7~8 理學教學大樓 36202[4]5 理學教學大樓 36202,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C122000&class_code=
0109-2,數學系 MATH,C1-060  C126600  [MATH3401],2,講義,離散數學,3  選修,黃柏嶧,50/45,[2]7~8 數學系館 3173[5]7 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C126600&class_code=
0109-2,數學系 MATH,C125000-Z5  [MATH],2,講義,通識課程,2  必修,,0/依照該類課程科目序號選課,[4]7~8,Moodle,
0109-2,數學系 MATH,C125000-Z3  [MATH],3,講義,通識課程,2  必修,,0/請參4考備註,[5]1~2,Moodle,
0109-2,數學系 MATH,C1-102  C133710  [MATH5400],3,講義,幾何學（一）,3  選修,陳若淳,44/46,[2]5~6 數學系館 3174[4]6 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C133710&class_code=
0109-2,數學系 MATH,C1-103  C144800  [MATH5201],3,講義,應用分析,3  選修,李國明,144/18,[3]8 數學系館 3173[5]5~6 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C144800&class_code=
0109-2,數學系 MATH,C1-104  C121400  [MATH3707],3,講義,科學計算導論,3  選修,劉育佑,29/6,[2]2 數學系館 3172[4]3~4 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C121400&class_code=
0109-2,數學系 MATH,C125000-Z4  [MATH],4,講義,通識課程,2  必修,,04/請參考備註,[4]7~8,Moodle,
0109-2,數學系 MATH,C1-153  C146100  [MATH5204],4,講義,傅立葉分析與應用,3  選修,關汝琳,44/7,[2]3~4 數學系館 3173[4]2 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=C146100&class_code=
0109-2,數學系 MATH,C1-156  L169000  [MATH5808],4,講義,經典力學的數學方法,3  選修,洪英志,410/7,[2]7~8 數學系館 3177[3]N 數學系館 3177,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=L169000&class_code=
0109-2,數學系 MATH,C1-157  L162101  [MATH5408],4,講義,代數曲線,3  選修,夏杼,25/10,[3]5~6 數學系館 3172[5]5 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=L162101&class_code=
0110-1,數學系 MATH,A718310-Z4  [CL1078],1,大學國文,大學國文（一）,2  必修,,0/請4參考備註,[5]7~8,Moodle,
0110-1,數學系 MATH,A119110-Z5  [FLC6004],1,講義,外國語言（一）,2  必修,,0/請參考備註,[4]3~4,Moodle,
0110-1,數學系 MATH,C125000-Z1  [MATH],1,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0110-1,數學系 MATH,C1-004  C115611-1  [MATH1113],1,講義,微積分（一）,4  必修,劉珈銘,81/9,[1]2~3 理學教學大樓 36102[3]5~6 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C115611&class_code=1
0110-1,,C115611-1  [MATH1113],1,實習,,,劉珈銘,,[1]1 理學教學大樓 36102,,
0110-1,數學系 MATH,C1-006  C111300-1  [MATH1131],1,講義,數學導論,3  必修,柯文峰,78/12,[3]7~8 理學教學大樓 36102[5]2 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C111300&class_code=1
0110-1,數學系 MATH,C1-008  C315710  [PHYS1011],1,講義,普通物理學（一）,3  必修,蔡錦俊,172/30,[2]3~4 理學教學大樓 36173[4]2 理學教學大樓 36173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C315710&class_code=
0110-1,數學系 MATH,C1-009  C111211-1  [MATH1163],1,講義,線性代數（一）,3  必修,黃世昌,68/17,[3]2 理學教學大樓 36102[5]3~4 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C111211&class_code=1
0110-1,,C111211-1  [MATH1163],1,實習,,,黃世昌,4,[3]1 理學教學大樓 36102,,
0110-1,數學系 MATH,C1-031  A215500-6  [OPE0300],1,講義,體育（一）,0  必修,楊書銘,50/50,[2]7~8 自強排球場 自強排球場,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=A215500&class_code=6
0110-1,數學系 MATH,C1-032  C117910  [MATH1101],1,實習,服務學習（一）,0  必修,劉珈銘,12/網路選課不開放,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C117910&class_code=
0110-1,數學系 MATH,C1-051  C121111-1  [MATH2113],2,講義,高等微積分（一）,4  必修,史習偉,48/442,[1]5~6 理學教學大樓 36102[3]3~4 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C121111&class_code=1
0110-1,,C121111-1  [MATH2113],2,實習,,,史習偉,,[1]N 理學教學大樓 36102,,
0110-1,數學系 MATH,C1-053  C121311  [MATH2143],2,講義,代數學（一）,3  必修,林牛,62/18,[2]3~4 理學教學大樓 36102[4]2 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C121311&class_code=
0110-1,,C121311  [MATH2143],2,實習,,,林牛,4,[4]1 理學教學大樓 36102,,
0110-1,數學系 MATH,C1-054  C120601-1  [MATH3202],2,講義,機率導論,3  必修,王業凱,634/2,[2]2 數學系館 3172[4]3~4 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C120601&class_code=1
0110-1,,C120601-1  [MATH3202],2,實習,,,王業凱,,[2]1 數學系館 3172,,
0110-1,數學系 MATH,C1-056  C136300  [MATH3304],2,講義,向量分析,3  選修,高橋亮甫,442/8,[2]7~8 數學系館 3174[5]7 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C136300&class_code=
0110-1,數學系 MATH,C1-057  C122500  [MATH2214],2,講義,科學計算軟體,3  選修,陳旻宏,442/3,[1]8 數學系館 3172[4]5~6 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C122500&class_code=
0110-1,數學系 MATH,C125000-Z2  [MATH],2,講義,通識課程,2  必修,,0/請參考備4註,[5]1~2,Moodle,
0110-1,數學系 MATH,C110030-Z  [MATH],2,講義,體育（三）,0  必修,,04/請參考備註,[2]5~6,Moodle,
0110-1,數學系 MATH,C1-063  C117930  [MATH2151],2,實習,服務學習（三）,0  必修,史習偉,22/網4路選課不開放,[3]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C117930&class_code=
0110-1,數學系 MATH,C125000-Z5  [MATH],2,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0110-1,數學系 MATH,C1-103  C135100  [MATH5200],3,講義,初等分析,3  選修,吳恭儉,58/7,[3]8 理學教學大樓 36104[5]5~6 理學教學大樓 36104,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C135100&class_code=
0110-1,數學系 MATH,C1-104  C133800  [MATH5202],3,講義,複變數函數論,3  選修,陳若淳,446/4,[2]6 數學系館 3174[4]5~6 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C133800&class_code=
0110-1,數學系 MATH,C1-105  L150710  [MATH5800],3,講義,數值分析（一）,3  選修,王辰樹,41/9,[3]5 數學系館 3173[5]3~4 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=L150710&class_code=
0110-1,數學系 MATH,C1-106  C135600  [MATH3704],3,講義,數學建模,3  選修,劉育佑,341/9,[1]2~3 數學系館 3172[3]2 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C135600&class_code=
0110-1,數學系 MATH,C125000-Z3  [MATH],3,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0110-1,數學系 MATH,C1-108  C134300  [MATH5205],3,講義,動態系統,3  選修,郭鴻文,32/3,[2]7~8 數學系館 3173[5]7 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C134300&class_code=
0110-1,數學系 MATH,C1-109  C147400  [MATH3603],3,講義,統計推論,3  選修,黃郁芬,26/9,[1]5~6 數學系館 3172[3]7 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C147400&class_code=
0110-1,數學系 MATH,C125000-Z4  [MATH],4,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0110-1,數學系 MATH,C1-155  C131800  [MATH5404],4,講義,拓樸學,3  選修,劉之中,17/18,[2]7~8 數學系館 3172[5]7 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C131800&class_code=
0110-1,數學系 MATH,C1-156  C143700  [MATH5206],4,講義,偏微分方程導論,3  選修,李國明,412/23,[1]5~6 數學系館 3173[3]7 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C143700&class_code=
0110-1,數學系 MATH,C1-158  C148200  [MATH5406],4,講義,黎曼面導論,3  選修,賴青瑞,46/11,[3]3~4 數學系館 3172[5]2 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=C148200&class_code=
0110-1,數學系 MATH,C1-159  L168900  [MATH5807],4,講義,應用數學（一）,3  選修,許瑞麟,246/4,[1]8 數學系館 3173[2]3~4 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=L168900&class_code=
0110-2,數學系 MATH,A718320-Z5  [CL1080],1,大學國文,大學國文（二）,2  必修,,0/請參考備註,[5]7~8,Moodle,
0110-2,數學系 MATH,A119120-Z5  [FLC1001],1,講義,外國語言（二）,2  必修,,0/請參考備註,[4]3~4,Moodle,
0110-2,數學系 MATH,C1-003  C117920  [MATH1102],1,實習,服務學習（二）,0  必修,劉珈銘,50/4網路選課不開放,[1]N,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C117920&class_code=
0110-2,數學系 MATH,C1-005  C115621-1  [MATH1123],1,講義,微積分（二）,4  必修,劉珈銘,844/4,[1]2~3 理學教學大樓 36102[3]5~6 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C115621&class_code=1
0110-2,,C115621-1  [MATH1123],1,實習,,,劉珈銘,,[1]1 理學教學大樓 36102,,
0110-2,數學系 MATH,C1-007  C111221-1  [MATH2103],1,講義,線性代數（二）,3  必修,黃世昌,69/12,[3]2 理學教學大樓 36102[5]3~4 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C111221&class_code=1
0110-2,,C111221-1  [MATH2103],1,實習,,,黃世昌,4,[3]1 理學教學大樓 36102,,
0110-2,數學系 MATH,C1-009  C315720  [PHYS1013],1,講義,普通物理學（二）,3  必修,蔡錦俊,165/12,[2]3~4 理學教學大樓 36173[4]2 理學教學大樓 36173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C315720&class_code=
0110-2,數學系 MATH,C1-010  C111400  [MATH1141],1,講義,計算機概論與程式語言,3  必修,沈士育,65/10,[3]7~8 數學系館 3172[5]2 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C111400&class_code=
0110-2,數學系 MATH,C110020-Z  [MATH],1,講義,體育（二）,0  必修,,0/請參考備註,[2]7~8,Moodle,
0110-2,數學系 MATH,C125000-Z1  [MATH],1,講義,通識課程,2  必修,,0/請參考備註,[3]3~4,Moodle,
0110-2,數學系 MATH,C125000-Z2  [MATH],2,講義,通識課程,2  必修,,40/請參考備註,[1]7~8,Moodle,
0110-2,數學系 MATH,C110040-Z  [MATH],2,講義,體育（四）,0  必修,,0/請參考備註,[2]5~6,Moodle,
0110-2,數學系 MATH,C1-055  C121121-1  [MATH2122],2,講義,高等微積分（二）,4  必修,史習偉,244/56,[1]5~6 理學教學大樓 36102[3]3~4 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C121121&class_code=1
0110-2,,C121121-1  [MATH2122],2,實習,,,史習偉,,[1]N 理學教學大樓 36102,,
0110-2,數學系 MATH,C1-057  C121320  [MATH2144],2,講義,代數學（二）,3  必修,林牛,54/246,[2]3~4 理學教學大樓 36102[4]2 理學教學大樓 36102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C121320&class_code=
0110-2,數學系 MATH,C1-058  C120501  [MATH2133],2,講義,微分方程導論,3  必修,關汝琳,69/11,[2]2 共同教室 A1307(資源後)[4]3~4 共同教室 A1307(資源後),課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C120501&class_code=
0110-2,,C120501  [MATH2133],2,實習,,,關汝琳,4,[2]1 共同教室 A1307(資源後),,
0110-2,數學系 MATH,C1-059  C122000  [MATH3601],2,講義,統計導論,3  選修,黃郁芬,544/10,[2]7~8 理學教學大樓 36104[3]N 理學教學大樓 36104,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C122000&class_code=
0110-2,數學系 MATH,C1-060  C126600  [MATH3401],2,講義,離散數學,3  選修,黃柏嶧,640/4,[1]8 數學系館 3173[4]5~6 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C126600&class_code=
0110-2,數學系 MATH,C125000-Z5  [MATH],2,講義,通識課程,2  必修,,0/依照該類4課程科目序號選課,[4]7~8,Moodle,
0110-2,數學系 MATH,C125000-Z3  [MATH],3,講義,通識課程,2  必修,,0/請參考備註,[5]1~2,Moodle,
0110-2,數學系 MATH,C1-102  C133710  [MATH5400],3,講義,幾何學（一）,3  選修,江孟蓉,32/13,[2]5~6 數學系館 3174[4]6 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C133710&class_code=
0110-2,數學系 MATH,C1-103  C144800  [MATH5201],3,講義,應用分析,3  選修,連文璟,50/420,[3]8 理學教學大樓 36206[5]5~6 理學教學大樓 36206,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C144800&class_code=
0110-2,數學系 MATH,C1-104  C121400  [MATH3707],3,講義,科學計算導論,3  選修,劉育佑,33/7,[2]2 數學系館 3172[4]3~4 數學系館 3172,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C121400&class_code=
0110-2,數學系 MATH,C125000-Z4  [MATH],4,講義,通識課程,2  必修,,0/請參考備註,[4]7~8,Moodle,
0110-2,數學系 MATH,C1-152  C145500  [MATH5000],4,講義,伽羅瓦理論入門,3  選修,林牛,7/28,[2]2 數學系館 3174[5]3~4 數學系館 3174,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C145500&class_code=
0110-2,數學系 MATH,C1-153  C146100  [MATH5204],4,講義,傅立葉分析與應用,3  選修,方永富,374/8,[1]5~6 數學系館 3173[3]7 數學系館 3173,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=C146100&class_code=
0110-2,數學系 MATH,C1-156  L169000  [MATH5808],4,講義,經典力學的數學方法,3  選修,洪英志,3/32,[2]7~8 數學系館 3177[3]8 數學系館 3177,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=L169000&class_code=
0111-1,數學系 MATH,A718310-Z4  [CL1078],1,大學國文,大學國文（一）,2  必修,,04/請參考備註,[5]7~8,Moodle,
